sample_year,stream_name,site_id,taxon_code,count,density
2016,Laramie,LR00,BKT,19,0.018627450980392157
2016,Laramie,LR00,BNT,30,0.029411764705882353
2016,Laramie,LR00,LNS,3,0.0029411764705882353
2016,Laramie,LR02,BNT,55,0.009417808219178082
2016,Laramie,LR02,CKC,6,0.0010273972602739725
2016,Laramie,LR02,LND,18,0.0030821917808219177
2016,Laramie,LR02,WHS,8,0.0013698630136986301
2016,Laramie,LR03,BNT,40,0.005813953488372093
2016,Laramie,LR03,CKC,6,8.720930232558139e-4
2016,Laramie,LR03,CSH,5,7.267441860465116e-4
2016,Laramie,LR03,LND,27,0.003924418604651163
2016,Laramie,LR03,LNS,19,0.002761627906976744
2016,Laramie,LR03,WHS,22,0.003197674418604651
2016,Laramie,LR04,BMN,4,7.8125e-4
2016,Laramie,LR04,BNT,30,0.005859375
2016,Laramie,LR04,CKC,20,0.00390625
2016,Laramie,LR04,CSH,1,1.953125e-4
2016,Laramie,LR04,FHM,3,5.859375e-4
2016,Laramie,LR04,IOD,15,0.0029296875
2016,Laramie,LR04,JDT,10,0.001953125
2016,Laramie,LR04,LND,37,0.0072265625
2016,Laramie,LR04,LNS,15,0.0029296875
2016,Laramie,LR04,WHS,18,0.003515625
2016,Laramie,LR05,BMN,13,0.0021241830065359475
2016,Laramie,LR05,BNT,24,0.00392156862745098
2016,Laramie,LR05,CKC,20,0.0032679738562091504
2016,Laramie,LR05,CRP,1,1.633986928104575e-4
2016,Laramie,LR05,CSH,3,4.901960784313725e-4
2016,Laramie,LR05,FHM,5,8.169934640522876e-4
2016,Laramie,LR05,LND,46,0.007516339869281046
2016,Laramie,LR05,LNS,12,0.00196078431372549
2016,Laramie,LR05,WHS,38,0.006209150326797385
2016,Laramie,LR06,BNT,1,2.173913043478261e-4
2016,Laramie,LR06,CKC,37,0.008043478260869565
2016,Laramie,LR06,CRP,4,8.695652173913044e-4
2016,Laramie,LR06,CSH,4,8.695652173913044e-4
2016,Laramie,LR06,FHM,3,6.521739130434783e-4
2016,Laramie,LR06,HHC,7,0.0015217391304347826
2016,Laramie,LR06,JDT,3,6.521739130434783e-4
2016,Laramie,LR06,LND,27,0.005869565217391304
2016,Laramie,LR06,LNS,18,0.00391304347826087
2016,Laramie,LR06,RBT,6,0.0013043478260869566
2016,Laramie,LR06,STC,4,8.695652173913044e-4
2016,Laramie,LR06,WAE,1,2.173913043478261e-4
2016,Laramie,LR06,WHS,64,0.01391304347826087
2016,Laramie,LR07,BMN,2,5.434782608695653e-4
2016,Laramie,LR07,BNT,2,5.434782608695653e-4
2016,Laramie,LR07,CCF,1,2.7173913043478267e-4
2016,Laramie,LR07,CKC,13,0.0035326086956521743
2016,Laramie,LR07,CRP,27,0.0073369565217391314
2016,Laramie,LR07,CSH,15,0.00407608695652174
2016,Laramie,LR07,FHM,7,0.0019021739130434786
2016,Laramie,LR07,GSF,7,0.0019021739130434786
2016,Laramie,LR07,IOD,2,5.434782608695653e-4
2016,Laramie,LR07,RDH,7,0.0019021739130434786
2016,Laramie,LR07,SDS,13,0.0035326086956521743
2016,Laramie,LR07,SMB,38,0.01032608695652174
2016,Laramie,LR07,STC,18,0.004891304347826087
2016,Laramie,LR07,STK,1,2.7173913043478267e-4
2016,Laramie,LR07,STR,22,0.0059782608695652184
2016,Laramie,LR07,WHS,59,0.016032608695652175
2016,Laramie,LR08,BMS,15,0.0015544041450777201
2016,Laramie,LR08,CKC,4,4.145077720207254e-4
2016,Laramie,LR08,CRP,89,0.00922279792746114
2016,Laramie,LR08,FWD,2,2.072538860103627e-4
2016,Laramie,LR08,GZD,13,0.0013471502590673575
2016,Laramie,LR08,LMB,17,0.001761658031088083
2016,Laramie,LR08,LND,2,2.072538860103627e-4
2016,Laramie,LR08,LNS,2,2.072538860103627e-4
2016,Laramie,LR08,RDH,32,0.003316062176165803
2016,Laramie,LR08,RSH,48,0.004974093264248704
2016,Laramie,LR08,SDS,13,0.0013471502590673575
2016,Laramie,LR08,SMB,10,0.0010362694300518134
2016,Laramie,LR08,WHS,122,0.012642487046632124
2016,Laramie,LR08,YEP,4,4.145077720207254e-4
2016,MedBow,MB01,BKT,9,0.01
2016,MedBow,MB01,BNT,5,0.005555555555555556
2016,MedBow,MB01,RBT,8,0.008888888888888889
2016,MedBow,MB02,BKT,2,7.49063670411985e-4
2016,MedBow,MB02,BNT,12,0.0044943820224719105
2016,MedBow,MB02,IOD,1,3.745318352059925e-4
2016,MedBow,MB02,LND,20,0.00749063670411985
2016,MedBow,MB02,LNS,6,0.0022471910112359553
2016,MedBow,MB02,RBT,4,0.00149812734082397
2016,MedBow,MB03,BNT,5,0.0016025641025641025
2016,MedBow,MB03,CKC,30,0.009615384615384616
2016,MedBow,MB03,JDT,7,0.0022435897435897434
2016,MedBow,MB03,LND,34,0.010897435897435897
2016,MedBow,MB03,LNS,3,9.615384615384616e-4
2016,MedBow,MB03,WHS,30,0.009615384615384616
2016,MedBow,MB04,BNT,5,4.6948356807511736e-4
2016,MedBow,MB04,CKC,21,0.001971830985915493
2016,MedBow,MB04,CRP,51,0.004788732394366197
2016,MedBow,MB04,JDT,8,7.511737089201878e-4
2016,MedBow,MB04,LND,78,0.007323943661971831
2016,MedBow,MB04,LNS,29,0.0027230046948356805
2016,MedBow,MB04,SDS,9,8.450704225352113e-4
2016,MedBow,MB04,WAE,2,1.8779342723004695e-4
2016,MedBow,MB04,WHS,9,8.450704225352113e-4
2016,Sweetwater,SW01,BKT,7,0.003825136612021858
2016,Sweetwater,SW01,BNT,17,0.009289617486338797
2016,Sweetwater,SW01,RBT,5,0.00273224043715847
2016,Sweetwater,SW02,BNT,6,0.0018987341772151898
2016,Sweetwater,SW02,CKC,15,0.004746835443037975
2016,Sweetwater,SW02,LND,44,0.013924050632911392
2016,Sweetwater,SW02,LNS,1,3.1645569620253165e-4
2016,Sweetwater,SW02,WHS,7,0.0022151898734177216
2016,Sweetwater,SW03,BNT,3,4.838709677419355e-4
2016,Sweetwater,SW03,CKC,15,0.0024193548387096775
2016,Sweetwater,SW03,LND,59,0.009516129032258064
2016,Sweetwater,SW03,LNS,10,0.0016129032258064516
2016,Sweetwater,SW03,WHS,36,0.005806451612903226
2016,Sweetwater,SW04,CKC,24,0.001708185053380783
2016,Sweetwater,SW04,CRP,54,0.0038434163701067618
2016,Sweetwater,SW04,FHM,8,5.693950177935943e-4
2016,Sweetwater,SW04,JDT,7,4.98220640569395e-4
2016,Sweetwater,SW04,LND,46,0.003274021352313167
2016,Sweetwater,SW04,PKF,4,2.8469750889679714e-4
2016,Sweetwater,SW04,RBT,1,7.117437722419929e-5
2016,Sweetwater,SW04,SDS,15,0.0010676156583629894
2016,Sweetwater,SW04,WHS,43,0.0030604982206405692
2017,Laramie,LR00,BKT,27,0.026470588235294117
2017,Laramie,LR00,BNT,6,0.0058823529411764705
2017,Laramie,LR02,BNT,46,0.007876712328767124
2017,Laramie,LR02,CKC,3,5.136986301369863e-4
2017,Laramie,LR02,LND,30,0.005136986301369863
2017,Laramie,LR02,LNS,2,3.4246575342465754e-4
2017,Laramie,LR03,BKT,1,1.4534883720930232e-4
2017,Laramie,LR03,BNT,34,0.004941860465116279
2017,Laramie,LR03,CKC,9,0.001308139534883721
2017,Laramie,LR03,LND,38,0.005523255813953488
2017,Laramie,LR03,LNS,3,4.3604651162790697e-4
2017,Laramie,LR03,WHS,18,0.002616279069767442
2017,Laramie,LR04,BMN,18,0.003515625
2017,Laramie,LR04,BNT,14,0.002734375
2017,Laramie,LR04,CKC,37,0.0072265625
2017,Laramie,LR04,CSH,7,0.0013671875
2017,Laramie,LR04,FHM,1,1.953125e-4
2017,Laramie,LR04,IOD,3,5.859375e-4
2017,Laramie,LR04,JDT,15,0.0029296875
2017,Laramie,LR04,LND,39,0.0076171875
2017,Laramie,LR04,LNS,10,0.001953125
2017,Laramie,LR04,WHS,78,0.015234375
2017,Laramie,LR05,BNT,64,0.01045751633986928
2017,Laramie,LR05,CKC,27,0.004411764705882353
2017,Laramie,LR05,CSH,2,3.26797385620915e-4
2017,Laramie,LR05,FHM,2,3.26797385620915e-4
2017,Laramie,LR05,LND,69,0.011274509803921568
2017,Laramie,LR05,LNS,61,0.009967320261437908
2017,Laramie,LR05,WHS,47,0.007679738562091503
2017,Laramie,LR06,CKC,77,0.016739130434782607
2017,Laramie,LR06,CRP,2,4.347826086956522e-4
2017,Laramie,LR06,CSH,12,0.0026086956521739132
2017,Laramie,LR06,FHM,2,4.347826086956522e-4
2017,Laramie,LR06,HHC,17,0.0036956521739130435
2017,Laramie,LR06,JDT,8,0.0017391304347826088
2017,Laramie,LR06,LND,16,0.0034782608695652175
2017,Laramie,LR06,LNS,28,0.00608695652173913
2017,Laramie,LR06,RBT,1,2.173913043478261e-4
2017,Laramie,LR06,STC,10,0.002173913043478261
2017,Laramie,LR06,WHS,48,0.010434782608695653
2017,Laramie,LR07,BMS,2,5.434782608695653e-4
2017,Laramie,LR07,CKC,18,0.004891304347826087
2017,Laramie,LR07,CRP,18,0.004891304347826087
2017,Laramie,LR07,CSH,18,0.004891304347826087
2017,Laramie,LR07,GSF,3,8.152173913043479e-4
2017,Laramie,LR07,RDH,10,0.0027173913043478264
2017,Laramie,LR07,SDS,6,0.0016304347826086958
2017,Laramie,LR07,SMB,39,0.010597826086956523
2017,Laramie,LR07,STC,5,0.0013586956521739132
2017,Laramie,LR07,STR,22,0.0059782608695652184
2017,Laramie,LR07,WHS,14,0.003804347826086957
2017,Laramie,LR08,CCF,1,1.0362694300518135e-4
2017,Laramie,LR08,CRP,107,0.011088082901554405
2017,Laramie,LR08,FWD,3,3.10880829015544e-4
2017,Laramie,LR08,GSF,1,1.0362694300518135e-4
2017,Laramie,LR08,LMB,38,0.003937823834196891
2017,Laramie,LR08,LNS,1,1.0362694300518135e-4
2017,Laramie,LR08,RDH,106,0.010984455958549223
2017,Laramie,LR08,RSH,50,0.0051813471502590676
2017,Laramie,LR08,SDS,8,8.290155440414508e-4
2017,Laramie,LR08,SMB,52,0.00538860103626943
2017,Laramie,LR08,STC,4,4.145077720207254e-4
2017,Laramie,LR08,STR,1,1.0362694300518135e-4
2017,Laramie,LR08,WHS,82,0.00849740932642487
2017,Laramie,LR08,YEP,9,9.326424870466321e-4
2017,Sweetwater,SW01,BKT,9,0.004918032786885246
2017,Sweetwater,SW01,BNT,31,0.016939890710382512
2017,Sweetwater,SW01,RBT,6,0.003278688524590164
2017,Sweetwater,SW02,BKT,3,9.493670886075949e-4
2017,Sweetwater,SW02,BNT,7,0.0022151898734177216
2017,Sweetwater,SW02,LND,39,0.012341772151898734
2017,Sweetwater,SW02,LNS,2,6.329113924050633e-4
2017,Sweetwater,SW02,RBT,2,6.329113924050633e-4
2017,Sweetwater,SW02,WHS,3,9.493670886075949e-4
2017,Sweetwater,SW03,BNT,3,4.838709677419355e-4
2017,Sweetwater,SW03,CKC,31,0.005
2017,Sweetwater,SW03,FHM,2,3.225806451612903e-4
2017,Sweetwater,SW03,LND,42,0.0067741935483870966
2017,Sweetwater,SW03,LNS,6,9.67741935483871e-4
2017,Sweetwater,SW03,RBT,1,1.6129032258064516e-4
2017,Sweetwater,SW03,SDS,4,6.451612903225806e-4
2017,Sweetwater,SW03,WHS,43,0.006935483870967742
2017,Sweetwater,SW04,CKC,62,0.004412811387900356
2017,Sweetwater,SW04,CRP,28,0.00199288256227758
2017,Sweetwater,SW04,FHM,39,0.002775800711743772
2017,Sweetwater,SW04,IOD,3,2.1352313167259787e-4
2017,Sweetwater,SW04,JDT,98,0.00697508896797153
2017,Sweetwater,SW04,LND,58,0.004128113879003558
2017,Sweetwater,SW04,PKF,1,7.117437722419929e-5
2017,Sweetwater,SW04,RBT,1,7.117437722419929e-5
2017,Sweetwater,SW04,SDS,8,5.693950177935943e-4
2017,Sweetwater,SW04,WHS,46,0.003274021352313167
2018,Laramie,LR00,BKT,17,0.016666666666666666
2018,Laramie,LR00,BNT,10,0.00980392156862745
2018,Laramie,LR02,BNT,77,0.013184931506849315
2018,Laramie,LR02,LND,12,0.002054794520547945
2018,Laramie,LR02,LNS,3,5.136986301369863e-4
2018,Laramie,LR02,WHS,3,5.136986301369863e-4
2018,Laramie,LR03,BNT,65,0.00944767441860465
2018,Laramie,LR03,CKC,3,4.3604651162790697e-4
2018,Laramie,LR03,FHM,6,8.720930232558139e-4
2018,Laramie,LR03,LND,41,0.005959302325581396
2018,Laramie,LR03,LNS,7,0.0010174418604651163
2018,Laramie,LR04,BMN,4,7.8125e-4
2018,Laramie,LR04,BNT,19,0.0037109375
2018,Laramie,LR04,CKC,14,0.002734375
2018,Laramie,LR04,CSH,2,3.90625e-4
2018,Laramie,LR04,LND,15,0.0029296875
2018,Laramie,LR04,LNS,64,0.0125
2018,Laramie,LR04,WHS,44,0.00859375
2018,Laramie,LR05,BMN,8,0.00130718954248366
2018,Laramie,LR05,BNT,28,0.004575163398692811
2018,Laramie,LR05,CKC,16,0.00261437908496732
2018,Laramie,LR05,CSH,12,0.00196078431372549
2018,Laramie,LR05,FHM,1,1.633986928104575e-4
2018,Laramie,LR05,IOD,2,3.26797385620915e-4
2018,Laramie,LR05,JDT,18,0.0029411764705882353
2018,Laramie,LR05,LND,34,0.005555555555555556
2018,Laramie,LR05,LNS,15,0.0024509803921568627
2018,Laramie,LR05,WHS,38,0.006209150326797385
2018,Laramie,LR06,CKC,86,0.018695652173913044
2018,Laramie,LR06,JDT,8,0.0017391304347826088
2018,Laramie,LR06,LND,68,0.014782608695652174
2018,Laramie,LR06,LNS,43,0.009347826086956522
2018,Laramie,LR06,WHS,84,0.018260869565217393
2018,Laramie,LR07,CKC,28,0.007608695652173914
2018,Laramie,LR07,CRP,34,0.0092391304347826091
2018,Laramie,LR07,CSH,38,0.01032608695652174
2018,Laramie,LR07,GSF,1,2.7173913043478267e-4
2018,Laramie,LR07,RDH,1,2.7173913043478267e-4
2018,Laramie,LR07,SMB,23,0.00625
2018,Laramie,LR07,STC,41,0.011141304347826089
2018,Laramie,LR07,STR,22,0.0059782608695652184
2018,Laramie,LR07,WHS,13,0.0035326086956521743
2018,Laramie,LR08,BMS,1,1.0362694300518135e-4
2018,Laramie,LR08,CCF,3,3.10880829015544e-4
2018,Laramie,LR08,CRP,120,0.012435233160621761
2018,Laramie,LR08,CSH,2,2.072538860103627e-4
2018,Laramie,LR08,FHM,1,1.0362694300518135e-4
2018,Laramie,LR08,FWD,3,3.10880829015544e-4
2018,Laramie,LR08,GSF,1,1.0362694300518135e-4
2018,Laramie,LR08,GZD,19,0.0019689119170984456
2018,Laramie,LR08,LMB,21,0.0021761658031088085
2018,Laramie,LR08,RDH,25,0.0025906735751295338
2018,Laramie,LR08,RSH,24,0.002487046632124352
2018,Laramie,LR08,SDS,19,0.0019689119170984456
2018,Laramie,LR08,SMB,27,0.002797927461139896
2018,Laramie,LR08,STC,1,1.0362694300518135e-4
2018,Laramie,LR08,STK,2,2.072538860103627e-4
2018,Laramie,LR08,STR,1,1.0362694300518135e-4
2018,Laramie,LR08,WHS,107,0.011088082901554405
2018,Laramie,LR08,YEP,3,3.10880829015544e-4
2018,MedBow,MB01,BKT,12,0.013333333333333334
2018,MedBow,MB01,BNT,2,0.0022222222222222222
2018,MedBow,MB01,RBT,13,0.014444444444444444
2018,MedBow,MB02,BNT,7,0.0026217228464419477
2018,MedBow,MB02,LND,46,0.017228464419475654
2018,MedBow,MB02,LNS,1,3.745318352059925e-4
2018,MedBow,MB02,RBT,1,3.745318352059925e-4
2018,MedBow,MB02,WHS,6,0.0022471910112359553
2018,MedBow,MB03,BNT,10,0.003205128205128205
2018,MedBow,MB03,CKC,27,0.008653846153846154
2018,MedBow,MB03,FHM,1,3.205128205128205e-4
2018,MedBow,MB03,JDT,13,0.004166666666666667
2018,MedBow,MB03,LND,41,0.013141025641025641
2018,MedBow,MB03,LNS,9,0.0028846153846153848
2018,MedBow,MB03,SDS,3,9.615384615384616e-4
2018,MedBow,MB03,STK,2,6.41025641025641e-4
2018,MedBow,MB03,WHS,36,0.011538461538461539
2018,MedBow,MB04,BNT,9,8.450704225352113e-4
2018,MedBow,MB04,CKC,9,8.450704225352113e-4
2018,MedBow,MB04,CRP,26,0.0024413145539906103
2018,MedBow,MB04,FHM,4,3.755868544600939e-4
2018,MedBow,MB04,JDT,8,7.511737089201878e-4
2018,MedBow,MB04,LND,102,0.009577464788732394
2018,MedBow,MB04,LNS,52,0.004882629107981221
2018,MedBow,MB04,SDS,68,0.006384976525821596
2018,MedBow,MB04,WAE,16,0.0015023474178403756
2018,MedBow,MB04,WHS,8,7.511737089201878e-4
